path,size_bytes,file_count,purpose,classification,include_in_git,manifest_only,exclude,justification,risk_level,largest_files,private_path_or_mount_name_in_path,credential_like_filename_present,final_paper_relationship,future_iclr_relationship
scripts/analyze_statistical_evidence_suite.py,2471,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/analyze_statistical_evidence_suite.py (2471 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/analyze_temporal_calibration.py,8326,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/analyze_temporal_calibration.py (8326 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/analyze_temporal_decision_adaptation.py,21099,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/analyze_temporal_decision_adaptation.py (21099 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/analyze_temporal_shift_decomposition.py,7445,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/analyze_temporal_shift_decomposition.py (7445 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/artifact_family_registry.py,22720,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/artifact_family_registry.py (22720 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/audit_claim_gate_integrity.py,122,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/audit_claim_gate_integrity.py (122 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/audit_claim_language.py,1914,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/audit_claim_language.py (1914 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/audit_figure_readiness.py,3833,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/audit_figure_readiness.py (3833 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/audit_figures_and_tables.py,5661,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/audit_figures_and_tables.py (5661 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/audit_fraudshiftbench_paper_claims.py,685,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/audit_fraudshiftbench_paper_claims.py (685 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/audit_graph_construction_leakage.py,122,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/audit_graph_construction_leakage.py (122 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/audit_paper_claim_trace.py,444,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/audit_paper_claim_trace.py (444 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/audit_prediction_export_integrity.py,122,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/audit_prediction_export_integrity.py (122 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/audit_result_artifacts.py,3419,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/audit_result_artifacts.py (3419 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/audit_temporal_split_integrity.py,122,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/audit_temporal_split_integrity.py (122 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_aaai_gpu_expansion_zip.py,9346,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_aaai_gpu_expansion_zip.py (9346 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_base_rate_shift_analysis.py,493,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_base_rate_shift_analysis.py (493 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_benchmark_cards.py,11539,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_benchmark_cards.py (11539 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_delayed_label_simulation.py,497,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_delayed_label_simulation.py (497 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_evidence_dashboard.py,5202,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_evidence_dashboard.py (5202 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_failure_atlas.py,5781,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_failure_atlas.py (5781 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_figure_manifest.py,3613,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_figure_manifest.py (3613 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_fraudshiftbench_tkde_plus_package.py,36708,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_fraudshiftbench_tkde_plus_package.py (36708 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_literature_positioning_matrix.py,9444,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_literature_positioning_matrix.py (9444 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_model_feasibility_table.py,6472,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_model_feasibility_table.py (6472 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_paper_tables.py,6089,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_paper_tables.py (6089 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_phase1_professor_tables.py,8004,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_phase1_professor_tables.py (8004 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_professor_phase1_packet.py,3056,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_professor_phase1_packet.py (3056 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_protocol_sensitivity_index.py,491,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_protocol_sensitivity_index.py (491 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_ranking_volatility_score.py,489,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_ranking_volatility_score.py (489 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_reproducibility_capsule.py,8285,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_reproducibility_capsule.py (8285 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_reproducibility_manifest.py,503,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_reproducibility_manifest.py (503 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_result_cards.py,8583,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_result_cards.py (8583 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_result_value_dashboard.py,5521,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_result_value_dashboard.py (5521 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_runs_artifact_registry.py,8285,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_runs_artifact_registry.py (8285 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_runs_results_provenance.py,11430,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_runs_results_provenance.py (11430 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_runs_reviewer_package.py,9805,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_runs_reviewer_package.py (9805 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_runs_run_database.py,10120,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_runs_run_database.py (10120 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_scale_shift_analysis.py,496,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_scale_shift_analysis.py (496 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_threshold_transfer_analysis.py,613,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_threshold_transfer_analysis.py (613 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_v27_graph_construction_ablation_claim_gate.py,120,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_v27_graph_construction_ablation_claim_gate.py (120 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_v28_to_v39_prompt_pack_artifacts.py,56603,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_v28_to_v39_prompt_pack_artifacts.py (56603 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_v35_stress_runbooks.py,110,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_v35_stress_runbooks.py (110 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_v36_compute_budget_fairness.py,384,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_v36_compute_budget_fairness.py (384 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_venue_readiness.py,4199,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_venue_readiness.py (4199 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/build_worst_window_temporal_analysis.py,483,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/build_worst_window_temporal_analysis.py (483 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/bundle_kaggle_code.sh,5502,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/bundle_kaggle_code.sh (5502 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/check_anonymization.py,11895,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/check_anonymization.py (11895 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/check_artifact_integrity.py,520,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/check_artifact_integrity.py (520 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/check_claim_gates.py,28993,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/check_claim_gates.py (28993 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/check_kaggle_output_completeness.py,3688,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/check_kaggle_output_completeness.py (3688 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/check_repo_data.py,16949,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/check_repo_data.py (16949 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/check_runs_dataset_readiness.py,5157,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/check_runs_dataset_readiness.py (5157 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/claim_gate_external_submission.py,140,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/claim_gate_external_submission.py (140 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/compare_gating_baselines.py,8471,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/compare_gating_baselines.py (8471 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/compare_temporal_adaptation_baselines.py,11721,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/compare_temporal_adaptation_baselines.py (11721 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/compute_fraud_operational_metrics.py,10021,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/compute_fraud_operational_metrics.py (10021 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/compute_graph_harm_index.py,12689,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/compute_graph_harm_index.py (12689 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/compute_protocol_fragility_metrics.py,2808,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/compute_protocol_fragility_metrics.py (2808 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/compute_protocol_reliability_index.py,9239,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/compute_protocol_reliability_index.py (9239 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/convert_dgraphfin_to_npz.py,6160,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/convert_dgraphfin_to_npz.py (6160 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/convert_tfinance_to_npz.py,6621,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/convert_tfinance_to_npz.py (6621 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/design_protocol_counterfactuals.py,4478,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/design_protocol_counterfactuals.py (4478 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/diagnose_cpu_environment.py,9330,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/diagnose_cpu_environment.py (9330 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/download_datasets.sh,3124,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/download_datasets.sh (3124 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/estimate_gpu_runtime_budget.py,2574,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/estimate_gpu_runtime_budget.py (2574 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/estimate_phase1_power_and_mde.py,5295,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/estimate_phase1_power_and_mde.py (5295 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/evaluate_external_predictions.py,140,1,Dataset or prediction-bearing working material.,raw data or raw predictions,no,yes,yes,Raw data and raw prediction payloads must not be published; retain only safe manifests.,critical,scripts/evaluate_external_predictions.py (140 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/export_paper_tables.py,17769,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/export_paper_tables.py (17769 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/export_runs_paper_tables.py,27938,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/export_runs_paper_tables.py (27938 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/fraudshiftbench_audit_claims.py,1176,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/fraudshiftbench_audit_claims.py (1176 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/fraudshiftbench_build_claim_cards.py,2008,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/fraudshiftbench_build_claim_cards.py (2008 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/fraudshiftbench_export_protocol_cards.py,4498,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/fraudshiftbench_export_protocol_cards.py (4498 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/full10_next_artifact_builder.py,45997,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/full10_next_artifact_builder.py (45997 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/generate_aaai_gpu_expansion_notebooks.py,50784,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/generate_aaai_gpu_expansion_notebooks.py (50784 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/generate_aaai_gpu_expansion_runbooks.py,25101,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/generate_aaai_gpu_expansion_runbooks.py (25101 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/generate_figure_manifest.py,6996,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/generate_figure_manifest.py (6996 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/generate_journal_prompt_pack_outputs.py,75271,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/generate_journal_prompt_pack_outputs.py (75271 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/generate_synthetic_temporal_shift_predictions.py,3783,1,Dataset or prediction-bearing working material.,raw data or raw predictions,no,yes,yes,Raw data and raw prediction payloads must not be published; retain only safe manifests.,critical,scripts/generate_synthetic_temporal_shift_predictions.py (3783 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/generated_runs_run_plan.sh,3021,1,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/generated_runs_run_plan.sh (3021 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
scripts/github_publish,21414,2,"Candidate source, tests, documentation, manuscript, or lightweight configuration.",canonical candidate,allowlist only,no,partial,"Audit active imports, final manifests, and clean-room commands before inclusion.",medium,scripts/github_publish/build_audit_reports.py (14478 B); scripts/github_publish/validate_public_tree.py (6936 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
